13,5aca58dd2af83635b637a37465f1d859,0,"Neo-Geography Toolkit (NGT), Version 2","NGT is a collection of automated processing tools that can transform raw geospatial raster data from remote sensing instruments into useful cartographic products, including visible image base maps and topographic models. ","https://ti.arc.nasa.gov/tech/asr/intelligent-robotics/ngt/stereo/","None","arc-sra-team@mail.nasa.gov"
14,d2aa6c3a4c1fdccc132898bbb448acd5,0,"Inference Kernel for Open Static (IKOS) Analyzers: A High-Performance Static Analysis Engine to Build Automated Code Analysis Tools for the Formal Verification of Critical Software Properties","IKOS is a kernel for the construction of open-static analyzers based on Patrick Cousot and Radhia Cousot's theory of abstract interpretation, which states that computations can be abstracted and reduced to a generalized set of objects and still exhibit the same critical properties of the parent program. By reducing the set of objects through abstraction, IKOS is scalable to large complex computer programs and presents a sound approach to verification of such programs. ","https://ti.arc.nasa.gov/opensource/ikos/","None","arc-sra-team@mail.nasa.gov"
15,fab8a58755cd86105c1e77e23fc01846,0,"Robot Application Programming Interface Delegate (RAPID), Version 2","RAPID is a software reference implementation framework for remote operations. The technology promotes interoperability between robot software modules and includes a standard programming interface and data distribution middleware. RAPID facilitates integration of experimental robot software modules created by a distributed development team; improves the compatibility and reusability of robotic functions; and offers speed prototype robot development in a wide range of configurations and environments.","https://rapid.nasa.gov/index.html","None","arc-sra-team@mail.nasa.gov"
16,78d85772f5129eff06997b1a8423b8be,0,"PathDroid","PathDroid is an extension of the open sourced Java Pathfinder (JPF) verification framework that supports checking binary Android applications for absence of software defects such as unhandled exceptions and deadlocks.
PathDroid let users run such applications on development platforms, without the need for hardware-in-the-loop or availability of sources.
","https://ti.arc.nasa.gov/opensource/projects/pathdroid/","None","arc-sra-team@mail.nasa.gov"
17,61c10ea1bb11e061dd267030d316cb18,0,"Scalable Gaussian Process Regression","Block GP is a Gaussian Process regression framework for multimodal data, that can be an order of magnitude more scalable than existing state-of-the-art nonlinear regression algorithms. The framework builds local Gaussian Processes on semantically meaningful partitions of the data and provides higher prediction accuracy than a single global model with very high confidence. The method relies on approximating the covariance matrix of the entire input space by smaller covariance matrices that can be modeled independently, and
can therefore be parallelized for faster execution. 
","https://ti.arc.nasa.gov/opensource/projects/block-gp/","None","arc-sra-team@mail.nasa.gov"
18,3940787b5ee63a7a6383bd93678b98e4,0,"Java Pathfinder (JPF) core system","Java Pathfinder core system (jpf-core), is a model checker for Java bytecode. The technology takes a binary Java program and executes it in a user configurable way to detect defects such as deadlocks and unhandled exceptions, providing significantly higher confidence in correct program behavior than conventional testing.","https://babelfish.arc.nasa.gov/hg/jpf/jpf-core","None","arc-sra-team@mail.nasa.gov"
19,9433bb5573edf7b69940060450b73483,0,"IND 2.1-Creation and Manipulation of Decision Trees from Data","Decision trees are commonly used in artificial intelligence and statistical pattern recognition. A tree is "grown" from data using a recursive-partitioning algorithm. IND re-implements parts of existing standard prediction algorithms, offers experimental control suites, and also introduces new, more sophisticated methods for growing decision trees.","https://ti.arc.nasa.gov/opensource/projects/ind/","None","arc-sra-team@mail.nasa.gov"
20,3515699ff76899806f9ba27fd734364a,0,"JPF-NAS, an extension of Java Pathfinder that provides support for model checking distributed systems","JPF-NAS is developed to provide support for model checking distributed applications.   It relies on the multiprocess support included in Java Pathfinder (JPF) which provides basic functionality to verify the bytecode of distributed applications. JPF-NAS is implemented as a JPF extension which models interprocess communication mechanisms. It uses a form of partial order reduction to explore all possible executions of a distributed Java application. Moreover, JPF-NAS provides a functionality to check the given distributed application under test against possible network failures which can occur at the operating system or the hardware layer.","https://babelfish.arc.nasa.gov/hg/jpf/jpf-nas","None","arc-sra-team@mail.nasa.gov"
21,89b4e3de57517b5333e14588d8cc7efa,0,"MFSim - Multi-fidelity Simulation","MFS (Multi-Fidelity Simulator) is a pluggable framework for creating an air traffic flow simulator at multiple levels of fidelity. The framework is designed to allow low-fidelity simulations of the entire US Airspace to be completed very quickly (on the order of seconds). The framework allows higher-fidelity plugins to be added to allow higher-fidelity simulations to occur in certain regions of the airspace concurrently with the low-fidelity simulation of the full airspace.","https://ti.arc.nasa.gov/opensource/projects/mfsim/","None","arc-sra-team@mail.nasa.gov"
22,0b65c6d9096deb768044643f16e70137,0,"Surfer: An Extensible Pull-Based Framework For Resource Selection and Ranking","Surfer examines the pool of potential grid resources and extracts the highest-ranking resources that meet user-specified constraints and preferences. The technology has been implemented as a grid service that is compliant with an Open Grid Services Infrastructure (OGSI), and it can also be embedded directly into Java applications through its application programming interface or into non-java applications through its XML-based command-line interface.","https://ti.arc.nasa.gov/opensource/projects/surfer/","None","arc-sra-team@mail.nasa.gov"
23,5491f77ae6ff63f0dee043a23b31fe54,0,"Pour: A Framework for Periodic, On-Demand, and User-Specified Information Reconciliation","Pour is a general-purpose information service framework for periodic, on-demand, and user-specified information reconciliation. The technology is designed to accommodate a wide variety of information types with support for high-volume, low-frequency periodic updates, user-specified updates, and automatic updates collected on demand when needed. ","https://ti.arc.nasa.gov/opensource/projects/pour/","None","arc-sra-team@mail.nasa.gov"
24,1152fb331cf13696cffb0d2bd7e83637,0,"Swim: A Software Information Metacatalog for the Grid","Swim is a software information service for the grid built on top of the NASA-developed Pour framework. Software information is periodically gathered from native package managers on FreeBSD, Solaris, and IRIX as well as the RPM, Perl, and Python package managers on multiple platforms. ","https://ti.arc.nasa.gov/opensource/projects/swim/","None","arc-sra-team@mail.nasa.gov"
25,bde19eb914e73e7323c87f73b99e7a3f,0,"Ballast: Balancing Load Across Systems","Ballast is a tool for balancing user load across Secure Shell Handler (SSH) servers. The system includes a load-balancing client, a lightweight data server, scripts for collecting system load, and scripts for analyzing user behavior. Because Ballast is invoked as part of the SSH login process, it has access to user names. This capability, which is not available in traditional approaches, enables Ballast to perform user-specific load balancing. In addition, Ballast is easy to install, induces near-zero overhead, and has fault-tolerant features in its architectures that will eliminate single points of failure.","https://github.com/pkolano/ballast","None","arc-sra-team@mail.nasa.gov"
26,d3dab47046f623eafc7f45f2f0cc5e1f,0,"Dyper: Dynamic Perimeter Enforcement","Dyper protects a site from unauthorized network flows. The tool offers dynamic perimeter enforcement by providing a general-purpose mechanism for maintaining least-privilege network security policies while still supporting the full utilization of multiport protocols. Dyper requires no changes to software or practices outside of the perimeter and only minimal changes inside.","https://sourceforge.net/projects/dyper/","None","arc-sra-team@mail.nasa.gov"
27,088943c0e49aa021f164393ed9e72f28,0,"JavaGenes Genetic Graphs","JavaGenes is a genetic algorithm code written in Java. It evolves graphs using genetic software techniques and has applications in designing drugs, circuits, or any other system that is easily represented by graphs. ","https://ti.arc.nasa.gov/opensource/projects/javagenes/","None","arc-sra-team@mail.nasa.gov"
28,7ea2717106896803153e184c7cb1fe57,0,"JavaGenes-Scheduler: Evolutionary Software for Earth Observing Satellite Scheduling","JavaGenes-Scheduler is a general purpose evolutionary system designed to compare techniques for scheduling observations. It was originally developed for scheduling observations made by Earth-observing satellites. JavaGenes-Scheduler uses a simple, earliest-first scheduler to insert observations into the timeline in permutation order.","https://ti.arc.nasa.gov/opensource/projects/javagenes/","None","arc-sra-team@mail.nasa.gov"
29,de7c1cff72303c6b3b99180bdafa3d65,0,"Open Mission Control Technologies (Open MCT)","Open MCT is an open source and web-based mission control framework for visualization of data on desktop and mobile devices. Open MCT is designed for analysis, visualization, operation, and support of spacecraft missions. Open MCT provides an extensible plugin system allowing it to be integrated with existing ground systems, and adapted to support multiple missions as well as non-space applications.","https://github.com/nasa/openmct/","None","arc-sra-team@mail.nasa.gov"
30,404542d6c6c00a44bb375419bc9b0c3b,0,"X-Plane Communication Toolbox (XPC)","The X-Plane Connect Toolbox enables users to receive real-time information on one or more simulated vehicles state from the X-Plane flight simulator, and control vehicles running in the X-Plane simulation environment. The toolbox can be used to record simulated flight data, visualize flight profiles, create out-the-window visuals, test autopilots, and test control algorithms. Additionally, the toolbox enables the display of ghost traffic flying predefined flight paths in the simulated airspace, and the visualization of flight plans in the form of waypoints. The toolbox allows custom built or third party autopilot programs to interface with X-Plane through MATLAB, C, C++, Java, or Python . Code examples are included in the open source distribution. The toolbox uses a network communication protocol, allowing X-Plane and the client program to run on different computers.","https://github.com/nasa/XPlaneConnect/","None","arc-sra-team@mail.nasa.gov"
31,a9996baeaa49ce4cb05a130c56638b1a,0,"Blackbody VBA Excel Functions","In the analysis of radiation, it is helpful to be able to predict the heat transfer rate and the spectral distribution of the emitted energy. Presented here is a set of routines written in Microsoft Visual Basic for Applications (VBA) and incorporating functions specific to Microsoft Excel that are useful for predicting the radiative behavior of heated surfaces. These routines include functions for calculating important engineering quantities of primary importance to engineers and scientists such as radiative flux and spectral distributions. In addition, the routines also provide the capability to use such information to determine surface temperatures from spectral intensities and for calculating the sensitivity of these temperature measurements to unknowns in the input parameters.","https://software.nasa.gov/software/DRC-015-017","None","afrc-ipo-softwarecatalogue@mail.nasa.gov"
32,a2fa5dc153d71a603572e22454bc6763,0,"EZASE  Easy Aeroservoelasticity","This is an easy-to-use MATLAB based finite element modeling and simulation tool for aeroservoelastic analysis of rectangular wings with trailing-edge control surfaces. It includes a tutorial on structural finite element modeling (FEM_Tutorial.m) using elements such as 12 DOF plates and 6 DOF beams. The aero tutorial (DLM_VLM_Tutorial.m) shows how to code doublet lattice and vortex lattice, with symmetry capability. Together the finite element and aero tutorials can be used to compare to experimental studies such as ground vibration testing, cantilever beam analysis, as well as wind tunnel testing. The primary code, EZASE.m, links structures and aero together in a commented way to produce a wing in flutter which can be controlled. The wing may include control surfaces or they can be excluded. A state space model with control surface inputs and accelerometer outputs can be produced. This model is used to design a PID control system and is tested using margin studies and pole plots. Other visualization methods such as V-g plots determined using the K-method are also included. The code is commented for Graduate and Undergraduate students of aeroservoelasticity who want to know the basic concepts of medium fidelity aeroservoelastic modeling. Not all methods are coded to industry standards. But students of the field including practicing engineers may find it useful for basic understanding; theoretical manuals for industry level codes tend to leave out many of the coding details. All of the details of the code are open sourced here and most of it is referenced at the top of the file to its source paper or book section. Two AIAA publications with one focusing on V&V with experimental wind tunnel test and ground vibration test data are also included.","https://software.nasa.gov/software/DRC-014-036","None","afrc-ipo-softwarecatalogue@mail.nasa.gov"
33,d04008f91d750f39ed759ad96b1cc996,0,"Tool for Turbine Engine Closed-loop Transient Analysis (TTECTrA)","Tool for Turbine Engine Closed-loop Transient Analysis (TTECTrA)

The Tool for Turbine Engine Closed-loop Transient Analysis (TTECTrA) is a tool, developed in the Mathworks(R) Matlab/Simulink enviornment, intended to extend systems analysis by providing an estimate of the transient performance/capability of a conceptual engine design.  The TTECTrA tool is capable of designing a basic turbofan engine controller, with transient protection, based on the user's engine model and constraints.  TTECTrA is built in the Mathworks Matlab/Simulink environment and relies on the Matlab Control Systems Toolbox to provide additional functionality and streamline the control design process.","https://github.com/nasa/TTECTrA","None","grc-sra-team@mail.nasa.gov"
34,38880aafd6979bba0e088ff908aa93ed,0,"NASA Glenn Research Center: The Early Years for iPad","Photographic gallery type application containing imagery and descriptions from the GRC image archive. Photos and data cover the period from 1941-1979.  The software has been compiled and bundled as an iOS app for the iPad and intended for release through the Apple App Store.","https://www.nasa.gov/centers/glenn/multimedia/grchistory.html","None","grc-sra-team@mail.nasa.gov"
35,ab3a8f6027c30eac562338d9bac1498c,0,"NASA Flywheel for iPad","Augmented reality application intended to highlight NASA Glenn's research efforts in the area of flywheel energy storage systems.  The app utilizes a printed optical target, available on the GRC Flywheel Program brochure and through the NASA Glenn web portal, to present users with 3D views of flywheel hardware and space applications.  Additional video and imagery are also inlcuded in the application package. The software has been compiled and bundled as an iOS app for the iPad and intended for release through the Apple App Store.","https://www.nasa.gov/centers/glenn/multimedia/applied_science/flywheel","None","grc-sra-team@mail.nasa.gov"
36,3e6eee24a93bf5f958a584b35467b4da,0,"Hierarchical Data Format Earth Observing System (HDF-EOS)Data Extractor (HEEX)","The Hierarchical Data Format Earth Observing System (HDF-EOS) Data Extractor (HEEX) is a tool that enables users to extract HDF-EOS data to binary or ASCII data formats in HTML or XML index. The software can be used for both HDF-EOS2 and HDF-EOS5, and it automatically recognizes the two formats.","https://software.nasa.gov/software/GSC-15011-1","None","gsfc-softwarerequest@mail.nasa.gov"
37,55cbc54d0a9a5d9c6248e5d420b55789,0,"Parallel Adaptive Mesh Refinement Library (PARAMESH)","PARAMESH offers parallel support with adaptive mesh capability for a large class of models on distributed memory machines. This package of Fortran 90 subroutines provides an application developer with an easy route to extend an existing serial code using a logically Cartesian structured mesh into a parallel code with adaptive mesh refinement.","https://opensource.gsfc.nasa.gov/projects/paramesh/index.php","None","gsfc-softwarerequest@mail.nasa.gov"
38,8bd82bf9e553411c9bd4bd18f7be2843,0,"Tool For Interactive Plotting, Sonification, and 3D Orbit Display (TIPSOD)","TIPSOD is a software application designed for interactive, animated, 4D (space and time) visualization of satellite orbits. The technology is implemented in Java 3D and is an extension to the existing Satellite Situation Center Web (SSCWeb) 2D static orbit graphics. Please visit the following URL for additional information: http://opensource.gsfc.nasa.gov/projects/tipsod/index.php","https://opensource.gsfc.nasa.gov/projects/tipsod/index.php","None","gsfc-softwarerequest@mail.nasa.gov"
39,6d25d0816ec5407d3f35ac325281996b,0,"MATLAB-Zemax Toolkit","The MATLAB-Zemax toolkit is a set of MATLAB scripts and functions that enable rapid transfer of optical system and performance data from Zemax optical software into the MATLAB environment. Typical applications include: extracting prescription data into MATLAB to confirm consistency of various delivered models; perturbing the models and performing various analyses in support of integrated modeling activities; and enabling a MATLAB-driven optical model for integrated system-level modeling of wavefront sensing and control. The toolkit can be downloaded at: http://opensource.gsfc.nasa.gov/projects/Matlab_Zemax/index.php","https://opensource.gsfc.nasa.gov/projects/Matlab_Zemax/index.php","None","gsfc-softwarerequest@mail.nasa.gov"
40,ad3e946765ac4977db235ea29ba2e9ed,0,"Advanced Land Image Assessment System (ALIAS)","ALIAS supports radiometric and geometric multispectral image processing for the Advanced Land Imager (ALI) instrument onboard NASA's Earth Observing-1 (EO-1) satellite. The radiometric subsystem characterizes and (where possible) corrects: detector operability; gain; bias; coherent, impulse, and random noise; signal-to-noise ratios; saturation levels; striping and banding; and the stability of detector performance. Geometric processing functions support sensor alignment calibrations; sensor chip assembly alignments; modulation transfer function characterizations; image-to-image characterizations; and geodetic accuracy assessments. Please visit the following URL for more information: http://opensource.gsfc.nasa.gov/projects/Alias/index.php","https://opensource.gsfc.nasa.gov/projects/Alias/","None","gsfc-softwarerequest@mail.nasa.gov"
41,f16796ee694dea5741b1a9c20a3bc0aa,0,"Coordinated Data Analysis Workshop Web (CDAWeb)","The CDAWeb software and the CDAWeb service built on this software have been developed and continue to be enhanced and maintained by the Space Physics Data Facility. The technology has supported NASA/Office of Space Science programs dealing with the connections between the Sun and the Earth. CDAWeb software is essentially a set of Interactive Data Language (IDL) scripts that act as the engine of the system. Please visit: http://cdaweb.gsfc.nasa.gov/cdaweb/istp_public/","https://cdaweb.gsfc.nasa.gov/about.html","None","gsfc-softwarerequest@mail.nasa.gov"
42,0eb005ab9e86cb0895beecf2fe3afbe8,0,"Earth Observing System (EOS) Clearing House (ECHO)","The Earth Observing System Clearing House (ECHO) affords the earth science community more flexibility in accessing and sharing data and services. As a metadata clearinghouse, ECHO supports iterative query data access. As a service broker, ECHO decentralizes data-manipulation tools and supports the interoperability of distributed functions. For more information, please visit: http://ti.arc.nasa.gov/opensource/projects/echo/","https://api.echo.nasa.gov/legacy-services/apis.html","None","gsfc-softwarerequest@mail.nasa.gov"
43,b2b64653fd03c149bf18038db8ddf53e,0,"Space Physics Data Facility (SPDF) Web Services","These Web services provide a distributed programming interface to a portion of the Space Physics Data Facility (SPDF) software. The technology conforms to all applicable Web service specifications of the World Wide Web Consortium. Please visit the following URL for additional information: http://spdf.gsfc.nasa.gov/","ftp://spdf.gsfc.nasa.gov/","None","gsfc-softwarerequest@mail.nasa.gov"
44,53b2f52a1053cfffc2fc6023d7e6b3c1,0,"General EQFlux","The WindowsEQFlux computer program converts solar-cell damage resulting from hard-particle radiation into the equivalent fluence on MeV electrons. Please visit the following URL for more information: http://opensource.gsfc.nasa.gov/projects/eqflux/index.php","https://opensource.gsfc.nasa.gov/projects/eqflux/index.php","None","gsfc-softwarerequest@mail.nasa.gov"
45,b57351a1ef64355f9754efc571ca0a79,0,"Earth Observing System (EOS) Data Gateway (EDG)","The Earth Observing System Data Gateway (EDG) provides the earth science community with a single interface that will search for data granules from distributed data archives. The innovation enables users to explore, discover, and order available data from geographically distributed providers. For more information, please visit: http://opensource.gsfc.nasa.gov/projects/edg/index.php#software","https://opensource.gsfc.nasa.gov/projects/edg/index.php","None","gsfc-softwarerequest@mail.nasa.gov"
46,71151fb6285323fbaf9364ba7c265ae4,0,"Simple, Scalable, Script-Based Science Processor for Missions (S4PM)","S4PM is a set of Perl scripts that implement a data-driven processing system that executes science algorithms automatically as new data arrive. S4PM includes a graphical user interface for monitoring algorithms and the overall system for failures. The Perl scripts can currently process data from the Moderate Resolution Imaging Spectroradiometer and the Atmospheric Infrared Sounder, but the technology can be extended to process data from other missions if desired. Please visit the following URL for more information: http://opensource.gsfc.nasa.gov/projects/s4pm/","https://sourceforge.net/projects/s4pm","None","gsfc-softwarerequest@mail.nasa.gov"
47,cdf2f449b1496dc260696510db67afef,0,"XML to HDF-EOS Convertor","This software program takes an XML representation of the contents of a Hierarchical Data Format-Earth Observing System (HDF-EOS) file and recreates the file from that description. Please visit the following URL for additional information: http://opensource.gsfc.nasa.gov/projects/xml2he/index.php","https://opensource.gsfc.nasa.gov/projects/xml2he/index.php","None","gsfc-softwarerequest@mail.nasa.gov"
48,0be57a2c6b62c7cecfff3d91b21a9341,0,"HDFView Plugin","This Java-language software plug-in to HDFView provides an interface for two versions of hierarchical data formats (HDF 4 and HDF 5). Please visit the following URL for more information: http://opensource.gsfc.nasa.gov/projects/HDF/index.php","https://opensource.gsfc.nasa.gov/projects/HDF/index.php","None","gsfc-softwarerequest@mail.nasa.gov"
49,5070f3971801e316f70476c5eb36c945,0,"NASA.rb (formerly fUnit)","NASA.rb (formerly fUnit) is a collection of Fortran modules that provide a framework for automating the construction, execution, and reporting of unit tests for Fortran software applications. Support is provided for several aspects of unit testing that are peculiar to scientific technical computing including distributing jparallel applications and parameterized behavior.","https://opensource.gsfc.nasa.gov/projects/FUNIT/","None","gsfc-softwarerequest@mail.nasa.gov"
50,e5ccfeb46f8e65582974740538101460,0,"NASA Forecast Model Web (NFMW) Map Service","NFMW reads weather forecast models outputs; subsets the data to the region of interest; interpolates the data to the specified size; generates a visualization of the data using colors, contour lines, or arrows; and sends the visualization to the client. More information can be found at: http://opensource.gsfc.nasa.gov/projects/NFMW/","https://opensource.gsfc.nasa.gov/projects/NFMW/index.php","None","gsfc-softwarerequest@mail.nasa.gov"
51,1aaca6184ad0f56d01f12bb54071203d,0,"MATLAB-Oslo Toolkit","This toolkit is a set of MATLAB scripts and functions that enable rapid transfer of optical system and performance data from Oslo optical software into the MATLAB environment. Typical applications include: extracting prescription data into MATLAB to confirm consistency of various delivered models; perturbing the models and performing various analyses in support of integrated modeling activities; and enabling a MATLAB-driven optical model for integrated system-level modeling of wavefront sensing and control. The toolkit can be downloaded at http://opensource.gsfc.nasa.gov/projects/Matlab/index.php","https://opensource.gsfc.nasa.gov/projects/Matlab/index.php","None","gsfc-softwarerequest@mail.nasa.gov"
52,81265be9cf1640fe77fab3522ca98b32,0,"User-Friendly Metadata","The User-friendly Metadata (UFM) tool functions as a filter. The tool accepts an ODL file as input and generates a simple HTML representation of the ODL as output. Command-line options provide a user with the ability to modify the program's functionality. Please visit: http://opensource.gsfc.nasa.gov/projects/UFM/index.php","https://opensource.gsfc.nasa.gov/projects/UFM/index.php","None","gsfc-softwarerequest@mail.nasa.gov"
53,d52cfe001301578df4931b14ffe7ff0d,0,"HDF-EOS5 Validator","This software allows generators of HDF-EOS data products to encode product requirement specifications in XML. The tool will then mechanically check product files against those requirements. For more information, please visit: http://opensource.gsfc.nasa.gov/projects/Validator/index.php","https://opensource.gsfc.nasa.gov/projects/Validator/index.php","None","gsfc-softwarerequest@mail.nasa.gov"
54,2aef88084c33623350a56d4bdb2e6dcb,0,"Hierarchical Data Format Earth Observing System (HDF-EOS) Metadata Updater (HEMU)","HDF-EOS Metadata Updater (HEMU) enables users to modify metadata inside an HDF-EOS file (either HDF-EOS2 and HDF-EOS5). The tool can be used to extract metadata from a dataset to a text file that can then be modified with any text editor; replace metadata with text from an external file; or update metadata with text from an external file. For more information, please visit: http://opensource.gsfc.nasa.gov/projects/hemu/index.php","https://opensource.gsfc.nasa.gov/projects/hemu/index.php","None","gsfc-softwarerequest@mail.nasa.gov"
55,35d96ed37e74e12400a59094b273d6bc,0,"Hierarchical Data Format Earth Observing System (HDF-EOS) XML Document-Type Definitions and Schemas","An XML standard has been developed for the HDF-EOS5 file format using document-type definitions and schemas. Users can transform HDF5 files into XML format and vice versa. For more information, please visit: http://opensource.gsfc.nasa.gov/projects/XML_DTD_Schemas/index.php","https://opensource.gsfc.nasa.gov/projects/XML_DTD_Schemas/index.php","None","gsfc-softwarerequest@mail.nasa.gov"
56,bb4f1b8ab38eb0639ca8c029fc092547,0,"Hierarchical Data Format Earth Observing System (HDF-EOS) Web Server","This shell script chains together existing data usability group tools to: extract ODL metadata from an HDF-EOS file; convert the metadata to XML; reformat the XML into HTML; publish the HTML and the original HDF-EOS file to a Web server and an OPeNDAP server; and reformat the XML and submit it to the Earth Observing System Clearing House (ECHO). For more information, please visit: http://opensource.gsfc.nasa.gov/projects/heserve/index.php","https://opensource.gsfc.nasa.gov/projects/heserve/index.php","None","gsfc-softwarerequest@mail.nasa.gov"
57,c887bfc440bec23248564105d337a9fa,0,"ODL-to-XML Converter","This command-line Java-based utility converts ODL Hierarchical Data Format-Earth Observing Satellite (HDFEOS) metadata file to an HDFEOS XML file. The tool utilizes an all-Java ODL library that includes a syntax and grammar parser. The software can be downloaded at: http://opensource.gsfc.nasa.gov/projects/ODL_XML/index.php","https://opensource.gsfc.nasa.gov/projects/ODL_XML/index.php","None","gsfc-softwarerequest@mail.nasa.gov"
